Mixer/OpenDumpValve;Mixer/Level;Mixer/InFlow;Mixer/InFlowTemp;Mixer/Temperature;Mixer/OutFlowTemp;Mixer/OpenOutlet;Mixer/OutFlow;Mixer/Fill1On;Mixer/Fill2On;Mixer/Fill3On;Mixer/TurnMixerOn;Mixer/MixerIsOn;T1/OpenDumpValve;T1/Level;T1/InFlow;T1/OpenOutlet;T1/OutFlow;T1/HeaterOn;T1/InFlowTemp;T1/OutFlowTemp;T1/Temperature;T1/CoolerOn;Timestamp;Anomaly;Parameter for Anomaly;Actual value;Run id
0;0;0.01;0;276.9718545407391;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;277.4337049456936;0;2022 - 07 - 12_134813.364;-;;0;20220712134813,00
0;0.0037722914067760864;0.01;277;277.1958796352595;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;276.6204183302449;0;2022 - 07 - 12_134813.473;-;;0;20220712134813,00
0;0.0007957481104193746;0.01;277;277.0902687937907;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;276.83669097504423;0;2022 - 07 - 12_134813.580;-;;0;20220712134813,00
0;0.0028561858648859535;0.01;277;276.9615086891975;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;276.5018435167157;0;2022 - 07 - 12_134813.688;-;;0;20220712134813,00
0;0.003816724931742176;0.01;277;277.03187754355923;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;277.4809718714007;0;2022 - 07 - 12_134813.796;-;;0;20220712134813,00
0;0.00665827404989403;0.01;277;277.35275656490256;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.31050603315725;0;2022 - 07 - 12_134813.904;-;;0;20220712134813,00
0;0.006399074622508764;0.01;277;276.9418277071984;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.5661869161139;0;2022 - 07 - 12_134814.012;-;;0;20220712134813,00
0;0.010914309382002316;0.01;277;276.9836540964822;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.8093198753471;0;2022 - 07 - 12_134814.127;-;;0;20220712134813,00
0;0.009235883058869705;0.01;277;277.0822552813135;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.8540907024192;0;2022 - 07 - 12_134814.233;-;;0;20220712134813,00
0;0.011673885960867299;0.01;277;276.8804543858304;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.39879743610453;0;2022 - 07 - 12_134814.340;-;;0;20220712134813,00
0;0.015391146783565604;0.01;277;277.25842197600684;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.35502575238;0;2022 - 07 - 12_134814.454;-;;0;20220712134813,00
0;0.015314845757082574;0.01;277;276.7918510671202;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.1429182196236;0;2022 - 07 - 12_134814.564;-;;0;20220712134813,00
0;0.01655455018607671;0.01;277;277.0526179399122;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;276.93334231359574;0;2022 - 07 - 12_134814.672;-;;0;20220712134813,00
0;0.016672160722357724;0.01;277;277.0776755789192;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;276.5320683070608;0;2022 - 07 - 12_134814.781;-;;0;20220712134813,00
0;0.018207121986432196;0.01;277;276.92303468772366;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;277.3217421503839;0;2022 - 07 - 12_134814.889;-;;0;20220712134813,00
0;0.01787759066841252;0.01;277;277.2846970012342;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;277.37441137985996;0;2022 - 07 - 12_134814.999;-;;0;20220712134813,00
0;0.02090349918345807;0.01;277;277.4972365791898;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;277.0016741787557;0;2022 - 07 - 12_134815.107;-;;0;20220712134813,00
0;0.023396903361812858;0.01;277;277.16957836722486;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;277.2504735904515;0;2022 - 07 - 12_134815.221;-;;0;20220712134813,00
0;0.02523319226389006;0.01;277;276.74775177298494;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;276.8260831536381;0;2022 - 07 - 12_134815.326;-;;0;20220712134813,00
0;0.02408594179003273;0.01;277;276.6039628554621;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;276.57943329777544;0;2022 - 07 - 12_134815.442;-;;0;20220712134813,00
0;0.028695836581179596;0.01;277;276.91556089903025;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.05335952832985;0;2022 - 07 - 12_134815.550;-;;0;20220712134813,00
0;0.026311691400947815;0.01;277;277.21619429891757;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.8308315963162;0;2022 - 07 - 12_134815.655;-;;0;20220712134813,00
0;0.030802925342054692;0.01;277;276.93098214242195;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.9307389936553;0;2022 - 07 - 12_134815.764;-;;0;20220712134813,00
