Mixer/OpenDumpValve;Mixer/Level;Mixer/InFlow;Mixer/InFlowTemp;Mixer/Temperature;Mixer/OutFlowTemp;Mixer/OpenOutlet;Mixer/OutFlow;Mixer/Fill1On;Mixer/Fill2On;Mixer/Fill3On;Mixer/TurnMixerOn;Mixer/MixerIsOn;T1/OpenDumpValve;T1/Level;T1/InFlow;T1/OpenOutlet;T1/OutFlow;T1/HeaterOn;T1/InFlowTemp;T1/OutFlowTemp;T1/Temperature;T1/CoolerOn;Timestamp;Anomaly;Parameter for Anomaly;Actual value;Run id
0;0;0.01;0;276.99091444699604;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;276.92841853314474;0;2022 - 07 - 11_215902.906;-;;0;20220711215902,00
0;0.0003791449967699826;0.01;277;276.98020860901113;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;277.2358442534394;0;2022 - 07 - 11_215903.014;-;;0;20220711215902,00
0;0.004079673848271572;0.01;277;276.8752029730823;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;276.6460284637967;0;2022 - 07 - 11_215903.128;-;;0;20220711215902,00
0;0.006220746696393883;0.01;277;277.031336804168;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;277.2472670039848;0;2022 - 07 - 11_215903.237;-;;0;20220711215902,00
0;0.0034661977596020846;0.01;277;276.77436030110084;277;0;0;1;0;0;0;0;0;0;0;0;0;0;277;277;276.58368579907517;0;2022 - 07 - 11_215903.346;-;;0;20220711215902,00
0;0.008763518127685138;0.01;277;277.15781984276043;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.99408010230127;0;2022 - 07 - 11_215903.455;-;;0;20220711215902,00
0;0.01058889437157622;0.01;277;276.91272275541576;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.8172137794631;0;2022 - 07 - 11_215903.564;-;;0;20220711215902,00
0;0.007349814390064433;0.01;277;276.856685426718;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.4354667081197;0;2022 - 07 - 11_215903.672;-;;0;20220711215902,00
0;0.011321023037120724;0.01;277;276.65338635777755;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.32501049517884;0;2022 - 07 - 11_215903.780;-;;0;20220711215902,00
0;0.012537562542335581;0.01;277;277.3713160636236;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.0287673927512;0;2022 - 07 - 11_215903.889;-;;0;20220711215902,00
0;0.011592417949752977;0.01;277;277.4758293419033;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;276.9422721133764;0;2022 - 07 - 11_215903.998;-;;0;20220711215902,00
0;0.014899014115594874;0.01;277;277.31917205211676;277.00000000000006;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000006;277;277.32643504153305;0;2022 - 07 - 11_215904.107;-;;0;20220711215902,00
0;0.01478666625350118;0.01;277;277.2093632070858;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;277.3120919032079;0;2022 - 07 - 11_215904.223;-;;0;20220711215902,00
0;0.01918207836598204;0.01;277;276.70314547335886;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;276.70998549936803;0;2022 - 07 - 11_215904.331;-;;0;20220711215902,00
0;0.02055714714823032;0.01;277;276.6375083910011;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;277.0113093268645;0;2022 - 07 - 11_215904.437;-;;0;20220711215902,00
0;0.0197627696920831;0.01;277;277.4792890576551;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;276.9063630916208;0;2022 - 07 - 11_215904.546;-;;0;20220711215902,00
0;0.021124464272371735;0.01;277;276.97582606201814;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;276.5043170345036;0;2022 - 07 - 11_215904.648;-;;0;20220711215902,00
0;0.023882768288634348;0.01;277;277.00415914016986;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;277.4662345629028;0;2022 - 07 - 11_215904.763;-;;0;20220711215902,00
0;0.022816190997197762;0.01;277;277.48379648057005;277.00000000000017;0;0;1;0;0;0;0;0;0;0;0;0;0;277.00000000000017;277;276.5930204582834;0;2022 - 07 - 11_215904.879;-;;0;20220711215902,00
0;0.02706312451919183;0.01;277;276.81759199142357;277.0000000000001;0;0;1;0;0;0;0;0;0;0;0;0;0;277.0000000000001;277;276.5966891074072;0;2022 - 07 - 11_215904.983;-;;0;20220711215902,00
